1:65 -> K: 22 | acc: 48.0
8:158 -> K: 20 | acc: 40.0
8:159 -> K: 20 | acc: 37.6
8:160 -> K: 23 | acc: 36.0
8:161 -> K: 20 | acc: 39.2
8:162 -> K: 20 | acc: 37.6
8:163 -> K: 20 | acc: 39.2
8:164 -> K: 20 | acc: 37.6
8:165 -> K: 20 | acc: 39.2
8:166 -> K: 24 | acc: 36.8
8:167 -> K: 23 | acc: 34.4
8:168 -> K: 22 | acc: 36.8
8:169 -> K: 21 | acc: 36.0
8:170 -> K: 24 | acc: 36.0
8:171 -> K: 23 | acc: 36.0
8:172 -> K: 20 | acc: 35.199999999999996
8:173 -> K: 20 | acc: 36.0
8:174 -> K: 20 | acc: 31.2
8:175 -> K: 24 | acc: 35.199999999999996
8:176 -> K: 24 | acc: 35.199999999999996
8:177 -> K: 24 | acc: 32.800000000000004
8:178 -> K: 21 | acc: 31.2
8:179 -> K: 24 | acc: 32.0
8:180 -> K: 20 | acc: 29.599999999999998
8:181 -> K: 22 | acc: 31.2
8:182 -> K: 24 | acc: 32.0
8:183 -> K: 20 | acc: 32.0
8:184 -> K: 20 | acc: 32.800000000000004
8:185 -> K: 20 | acc: 32.800000000000004
8:186 -> K: 20 | acc: 35.199999999999996
8:187 -> K: 20 | acc: 33.6
8:188 -> K: 20 | acc: 34.4
8:189 -> K: 24 | acc: 32.800000000000004
8:190 -> K: 20 | acc: 32.0
8:191 -> K: 24 | acc: 32.0
8:192 -> K: 24 | acc: 32.800000000000004
8:193 -> K: 20 | acc: 32.0
8:194 -> K: 20 | acc: 32.800000000000004
8:195 -> K: 20 | acc: 32.800000000000004
8:196 -> K: 20 | acc: 32.800000000000004
8:197 -> K: 20 | acc: 32.800000000000004
8:198 -> K: 20 | acc: 35.199999999999996
8:199 -> K: 20 | acc: 35.199999999999996
8:200 -> K: 20 | acc: 35.199999999999996
8:201 -> K: 20 | acc: 35.199999999999996
8:202 -> K: 20 | acc: 36.0
8:203 -> K: 20 | acc: 34.4
8:204 -> K: 20 | acc: 35.199999999999996
8:205 -> K: 20 | acc: 35.199999999999996
8:206 -> K: 20 | acc: 34.4
8:207 -> K: 20 | acc: 34.4
8:208 -> K: 20 | acc: 36.0
8:209 -> K: 20 | acc: 35.199999999999996
8:210 -> K: 20 | acc: 35.199999999999996
8:211 -> K: 20 | acc: 33.6
8:212 -> K: 20 | acc: 35.199999999999996
8:213 -> K: 20 | acc: 34.4
8:214 -> K: 20 | acc: 32.800000000000004
8:215 -> K: 20 | acc: 33.6
8:216 -> K: 20 | acc: 32.800000000000004
8:217 -> K: 20 | acc: 32.800000000000004
8:218 -> K: 20 | acc: 32.800000000000004
8:219 -> K: 20 | acc: 32.800000000000004
8:220 -> K: 20 | acc: 32.800000000000004
8:221 -> K: 20 | acc: 32.800000000000004
8:222 -> K: 20 | acc: 32.800000000000004
8:223 -> K: 20 | acc: 32.800000000000004
8:224 -> K: 20 | acc: 32.800000000000004
8:225 -> K: 22 | acc: 32.800000000000004
8:226 -> K: 22 | acc: 32.800000000000004
9:65 -> K: 21 | acc: 71.2
9:66 -> K: 20 | acc: 68.8
9:67 -> K: 22 | acc: 71.2
9:68 -> K: 20 | acc: 72.8
9:69 -> K: 22 | acc: 72.0
9:70 -> K: 24 | acc: 74.4
9:71 -> K: 23 | acc: 72.8
9:72 -> K: 23 | acc: 71.2
9:73 -> K: 23 | acc: 69.6
9:74 -> K: 23 | acc: 71.2
9:75 -> K: 23 | acc: 69.6
9:76 -> K: 20 | acc: 82.39999999999999
10:65 -> K: 23 | acc: 72.8
10:66 -> K: 21 | acc: 69.6
10:67 -> K: 22 | acc: 69.6
10:68 -> K: 21 | acc: 72.0
10:69 -> K: 24 | acc: 72.8
10:70 -> K: 24 | acc: 75.2
10:71 -> K: 23 | acc: 73.6
10:72 -> K: 24 | acc: 72.0
10:73 -> K: 24 | acc: 72.0
10:74 -> K: 24 | acc: 72.0
10:75 -> K: 24 | acc: 71.2
10:76 -> K: 23 | acc: 84.8
11:65 -> K: 20 | acc: 71.2
11:66 -> K: 20 | acc: 68.0
11:67 -> K: 20 | acc: 70.39999999999999
11:68 -> K: 23 | acc: 72.8
11:69 -> K: 22 | acc: 74.4
11:70 -> K: 24 | acc: 74.4
11:71 -> K: 24 | acc: 73.6
11:72 -> K: 20 | acc: 73.6
11:73 -> K: 24 | acc: 72.0
11:74 -> K: 23 | acc: 72.8
11:75 -> K: 24 | acc: 73.6
11:76 -> K: 22 | acc: 86.4
12:65 -> K: 23 | acc: 69.6
12:66 -> K: 21 | acc: 68.8
12:67 -> K: 20 | acc: 69.6
12:68 -> K: 21 | acc: 72.0
12:69 -> K: 20 | acc: 72.8
12:70 -> K: 22 | acc: 76.0
12:71 -> K: 21 | acc: 74.4
12:72 -> K: 20 | acc: 72.8
12:73 -> K: 20 | acc: 72.8
12:74 -> K: 20 | acc: 71.2
12:75 -> K: 24 | acc: 72.8
12:76 -> K: 22 | acc: 86.4
13:65 -> K: 23 | acc: 70.39999999999999
13:66 -> K: 22 | acc: 68.0
13:67 -> K: 21 | acc: 71.2
13:68 -> K: 21 | acc: 72.0
13:69 -> K: 24 | acc: 73.6
13:70 -> K: 20 | acc: 74.4
13:71 -> K: 20 | acc: 74.4
13:72 -> K: 20 | acc: 71.2
13:73 -> K: 20 | acc: 72.8
13:74 -> K: 23 | acc: 70.39999999999999
13:75 -> K: 24 | acc: 71.2
13:76 -> K: 22 | acc: 87.2
14:65 -> K: 20 | acc: 68.8
14:66 -> K: 20 | acc: 68.8
14:67 -> K: 20 | acc: 70.39999999999999
14:68 -> K: 23 | acc: 72.8
14:69 -> K: 24 | acc: 71.2
14:70 -> K: 21 | acc: 74.4
14:71 -> K: 21 | acc: 73.6
14:72 -> K: 21 | acc: 72.0
14:73 -> K: 24 | acc: 72.0
14:74 -> K: 24 | acc: 69.6
14:75 -> K: 24 | acc: 71.2
14:76 -> K: 21 | acc: 84.0
15:65 -> K: 20 | acc: 68.8
15:66 -> K: 20 | acc: 68.8
15:67 -> K: 20 | acc: 68.8
15:68 -> K: 20 | acc: 73.6
15:69 -> K: 24 | acc: 72.8
15:70 -> K: 22 | acc: 74.4
15:71 -> K: 21 | acc: 72.8
15:72 -> K: 24 | acc: 71.2
15:73 -> K: 20 | acc: 71.2
15:74 -> K: 24 | acc: 70.39999999999999
15:75 -> K: 23 | acc: 69.6
15:76 -> K: 20 | acc: 84.8
16:65 -> K: 20 | acc: 68.8
16:66 -> K: 20 | acc: 68.0
16:67 -> K: 21 | acc: 68.0
16:68 -> K: 24 | acc: 73.6
16:69 -> K: 24 | acc: 72.0
16:70 -> K: 21 | acc: 73.6
16:71 -> K: 21 | acc: 73.6
16:72 -> K: 21 | acc: 72.0
16:73 -> K: 20 | acc: 71.2
16:74 -> K: 24 | acc: 70.39999999999999
16:75 -> K: 24 | acc: 71.2
16:76 -> K: 20 | acc: 84.0
17:65 -> K: 20 | acc: 67.2
17:66 -> K: 20 | acc: 68.0
17:67 -> K: 20 | acc: 67.2
17:68 -> K: 20 | acc: 72.0
17:69 -> K: 20 | acc: 71.2
17:70 -> K: 23 | acc: 75.2
17:71 -> K: 24 | acc: 73.6
17:72 -> K: 20 | acc: 71.2
17:73 -> K: 20 | acc: 71.2
17:74 -> K: 20 | acc: 68.8
17:75 -> K: 20 | acc: 69.6
17:76 -> K: 20 | acc: 83.2
18:65 -> K: 20 | acc: 68.0
18:66 -> K: 22 | acc: 68.0
18:67 -> K: 23 | acc: 68.8
18:68 -> K: 20 | acc: 74.4
18:69 -> K: 20 | acc: 74.4
18:70 -> K: 23 | acc: 72.0
18:71 -> K: 22 | acc: 72.8
18:72 -> K: 21 | acc: 72.0
18:73 -> K: 20 | acc: 70.39999999999999
18:74 -> K: 21 | acc: 71.2
18:75 -> K: 21 | acc: 70.39999999999999
18:76 -> K: 20 | acc: 84.0
19:65 -> K: 20 | acc: 68.8
19:66 -> K: 21 | acc: 68.0
19:67 -> K: 20 | acc: 68.0
19:68 -> K: 21 | acc: 74.4
19:69 -> K: 24 | acc: 72.8
19:70 -> K: 20 | acc: 72.0
19:71 -> K: 24 | acc: 72.0
19:72 -> K: 21 | acc: 72.0
19:73 -> K: 20 | acc: 70.39999999999999
19:74 -> K: 20 | acc: 70.39999999999999
19:75 -> K: 21 | acc: 70.39999999999999
19:76 -> K: 22 | acc: 84.0
20:65 -> K: 20 | acc: 70.39999999999999
20:66 -> K: 20 | acc: 68.8
20:67 -> K: 20 | acc: 71.2
20:68 -> K: 20 | acc: 74.4
20:69 -> K: 24 | acc: 73.6
20:70 -> K: 20 | acc: 72.8
20:71 -> K: 24 | acc: 72.8
20:72 -> K: 20 | acc: 72.0
20:73 -> K: 20 | acc: 71.2
20:74 -> K: 20 | acc: 70.39999999999999
20:75 -> K: 22 | acc: 72.0
20:76 -> K: 22 | acc: 83.2
21:65 -> K: 20 | acc: 69.6
21:66 -> K: 22 | acc: 68.8
21:67 -> K: 22 | acc: 72.0
21:68 -> K: 21 | acc: 75.2
21:69 -> K: 20 | acc: 73.6
21:70 -> K: 20 | acc: 72.8
21:71 -> K: 20 | acc: 75.2
21:72 -> K: 24 | acc: 72.8
21:73 -> K: 20 | acc: 72.8
21:74 -> K: 20 | acc: 72.8
21:75 -> K: 20 | acc: 71.2
21:76 -> K: 22 | acc: 83.2
22:65 -> K: 20 | acc: 68.8
22:66 -> K: 22 | acc: 68.8
22:67 -> K: 23 | acc: 72.8
22:68 -> K: 21 | acc: 76.0
22:69 -> K: 23 | acc: 76.0
22:70 -> K: 20 | acc: 73.6
22:71 -> K: 20 | acc: 75.2
22:72 -> K: 20 | acc: 73.6
22:73 -> K: 20 | acc: 72.8
22:74 -> K: 20 | acc: 72.0
22:75 -> K: 20 | acc: 72.0
22:76 -> K: 22 | acc: 82.39999999999999
22:77 -> K: 20 | acc: 80.80000000000001
22:78 -> K: 20 | acc: 81.6
22:79 -> K: 20 | acc: 79.2
22:80 -> K: 20 | acc: 80.80000000000001
22:81 -> K: 20 | acc: 80.0
22:82 -> K: 20 | acc: 80.80000000000001
22:83 -> K: 20 | acc: 80.0
22:84 -> K: 22 | acc: 80.0
22:85 -> K: 24 | acc: 80.80000000000001
22:86 -> K: 24 | acc: 82.39999999999999
22:87 -> K: 24 | acc: 87.2
22:88 -> K: 24 | acc: 86.4
22:89 -> K: 24 | acc: 85.6
22:90 -> K: 23 | acc: 84.8
22:91 -> K: 24 | acc: 84.8
22:92 -> K: 23 | acc: 84.8
22:93 -> K: 23 | acc: 84.8
22:94 -> K: 24 | acc: 85.6
22:95 -> K: 23 | acc: 85.6
22:96 -> K: 23 | acc: 85.6
22:97 -> K: 23 | acc: 85.6
22:98 -> K: 23 | acc: 84.8
22:99 -> K: 21 | acc: 84.8
22:100 -> K: 20 | acc: 84.8
22:101 -> K: 24 | acc: 84.8
22:102 -> K: 20 | acc: 84.8
22:103 -> K: 22 | acc: 85.6
22:104 -> K: 24 | acc: 86.4
22:105 -> K: 22 | acc: 86.4
22:106 -> K: 21 | acc: 84.8
22:107 -> K: 24 | acc: 88.0
22:108 -> K: 24 | acc: 84.8
22:109 -> K: 24 | acc: 83.2
22:110 -> K: 23 | acc: 83.2
22:111 -> K: 24 | acc: 84.0
22:112 -> K: 23 | acc: 84.8
22:113 -> K: 24 | acc: 85.6
22:114 -> K: 24 | acc: 84.8
22:115 -> K: 22 | acc: 85.6
22:116 -> K: 24 | acc: 85.6
22:117 -> K: 24 | acc: 87.2
22:118 -> K: 24 | acc: 86.4
22:119 -> K: 24 | acc: 85.6
22:120 -> K: 20 | acc: 84.0
22:121 -> K: 22 | acc: 87.2
22:122 -> K: 21 | acc: 85.6
22:123 -> K: 21 | acc: 84.8
22:124 -> K: 23 | acc: 84.8
22:125 -> K: 23 | acc: 84.0
22:126 -> K: 23 | acc: 85.6
22:127 -> K: 23 | acc: 87.2
22:128 -> K: 23 | acc: 84.8
22:129 -> K: 23 | acc: 86.4
22:130 -> K: 21 | acc: 85.6
22:131 -> K: 23 | acc: 86.4
22:132 -> K: 21 | acc: 85.6
22:133 -> K: 24 | acc: 86.4
22:134 -> K: 24 | acc: 85.6
22:135 -> K: 24 | acc: 86.4
22:136 -> K: 20 | acc: 84.8
22:137 -> K: 24 | acc: 86.4
22:138 -> K: 24 | acc: 86.4
22:139 -> K: 20 | acc: 85.6
22:140 -> K: 20 | acc: 86.4
22:141 -> K: 20 | acc: 86.4
22:142 -> K: 20 | acc: 86.4
22:143 -> K: 20 | acc: 85.6
22:144 -> K: 23 | acc: 85.6
22:145 -> K: 23 | acc: 85.6
22:146 -> K: 23 | acc: 85.6
22:147 -> K: 23 | acc: 85.6
22:148 -> K: 21 | acc: 84.8
22:149 -> K: 22 | acc: 84.8
22:150 -> K: 22 | acc: 84.8
22:151 -> K: 21 | acc: 83.2
22:152 -> K: 22 | acc: 84.0
22:153 -> K: 22 | acc: 84.8
22:154 -> K: 22 | acc: 85.6
22:155 -> K: 23 | acc: 85.6
22:156 -> K: 23 | acc: 84.8
22:157 -> K: 23 | acc: 84.8
22:158 -> K: 24 | acc: 84.8
22:159 -> K: 23 | acc: 85.6
22:160 -> K: 23 | acc: 85.6
22:161 -> K: 24 | acc: 86.4
22:162 -> K: 23 | acc: 84.0
22:163 -> K: 22 | acc: 84.0
22:164 -> K: 22 | acc: 84.0
22:165 -> K: 24 | acc: 83.2
22:166 -> K: 21 | acc: 84.0
22:167 -> K: 21 | acc: 82.39999999999999
22:168 -> K: 21 | acc: 84.0
22:169 -> K: 22 | acc: 83.2
22:170 -> K: 23 | acc: 84.8
22:171 -> K: 23 | acc: 84.8
22:172 -> K: 23 | acc: 84.8
22:173 -> K: 20 | acc: 83.2
22:174 -> K: 20 | acc: 83.2
22:175 -> K: 22 | acc: 84.0
22:176 -> K: 22 | acc: 82.39999999999999
22:177 -> K: 23 | acc: 82.39999999999999
22:178 -> K: 23 | acc: 82.39999999999999
22:179 -> K: 23 | acc: 81.6
22:180 -> K: 21 | acc: 82.39999999999999
22:181 -> K: 22 | acc: 83.2
22:182 -> K: 21 | acc: 83.2
22:183 -> K: 21 | acc: 82.39999999999999
22:184 -> K: 20 | acc: 82.39999999999999
22:185 -> K: 20 | acc: 83.2
22:186 -> K: 21 | acc: 84.0
22:187 -> K: 20 | acc: 84.8
22:188 -> K: 20 | acc: 84.8
22:189 -> K: 20 | acc: 82.39999999999999
22:190 -> K: 21 | acc: 82.39999999999999
22:191 -> K: 21 | acc: 82.39999999999999
22:192 -> K: 21 | acc: 82.39999999999999
22:193 -> K: 20 | acc: 82.39999999999999
22:194 -> K: 21 | acc: 82.39999999999999
22:195 -> K: 20 | acc: 83.2
22:196 -> K: 20 | acc: 83.2
22:197 -> K: 20 | acc: 83.2
22:198 -> K: 20 | acc: 83.2
22:199 -> K: 20 | acc: 84.0
22:200 -> K: 20 | acc: 82.39999999999999
22:201 -> K: 20 | acc: 84.0
22:202 -> K: 20 | acc: 84.0
22:203 -> K: 20 | acc: 84.8
22:204 -> K: 20 | acc: 83.2
22:205 -> K: 20 | acc: 84.0
22:206 -> K: 20 | acc: 84.8
22:207 -> K: 20 | acc: 84.8
22:208 -> K: 20 | acc: 84.8
22:209 -> K: 20 | acc: 84.0
22:210 -> K: 20 | acc: 84.8
22:211 -> K: 20 | acc: 84.8
22:212 -> K: 20 | acc: 84.0
22:213 -> K: 20 | acc: 84.0
22:214 -> K: 20 | acc: 83.2
22:215 -> K: 22 | acc: 84.0
22:216 -> K: 22 | acc: 84.0
22:217 -> K: 22 | acc: 84.0
22:218 -> K: 22 | acc: 84.0
22:219 -> K: 20 | acc: 83.2
22:220 -> K: 20 | acc: 82.39999999999999
22:221 -> K: 22 | acc: 83.2
22:222 -> K: 20 | acc: 82.39999999999999
22:223 -> K: 22 | acc: 83.2
22:224 -> K: 22 | acc: 83.2
22:225 -> K: 22 | acc: 83.2
22:226 -> K: 22 | acc: 84.0
22:227 -> K: 22 | acc: 84.0
22:228 -> K: 22 | acc: 83.2
22:229 -> K: 22 | acc: 83.2
22:230 -> K: 22 | acc: 83.2
22:231 -> K: 20 | acc: 82.39999999999999
22:232 -> K: 22 | acc: 83.2
22:233 -> K: 20 | acc: 82.39999999999999
22:234 -> K: 20 | acc: 82.39999999999999
22:235 -> K: 20 | acc: 82.39999999999999
22:236 -> K: 20 | acc: 82.39999999999999
22:237 -> K: 20 | acc: 82.39999999999999
22:238 -> K: 20 | acc: 82.39999999999999
22:239 -> K: 20 | acc: 82.39999999999999
22:240 -> K: 20 | acc: 82.39999999999999
22:241 -> K: 20 | acc: 82.39999999999999
22:242 -> K: 20 | acc: 82.39999999999999
22:243 -> K: 20 | acc: 82.39999999999999
23:65 -> K: 21 | acc: 68.0
23:66 -> K: 21 | acc: 68.0
23:67 -> K: 21 | acc: 71.2
23:68 -> K: 24 | acc: 76.0
23:69 -> K: 20 | acc: 74.4
23:70 -> K: 22 | acc: 74.4
23:71 -> K: 21 | acc: 74.4
23:72 -> K: 20 | acc: 72.8
23:73 -> K: 20 | acc: 71.2
23:74 -> K: 21 | acc: 72.8
23:75 -> K: 21 | acc: 72.8
23:76 -> K: 21 | acc: 82.39999999999999
23:77 -> K: 20 | acc: 80.80000000000001
23:78 -> K: 20 | acc: 81.6
23:79 -> K: 20 | acc: 80.0
23:80 -> K: 20 | acc: 80.80000000000001
23:81 -> K: 20 | acc: 80.0
23:82 -> K: 21 | acc: 82.39999999999999
23:83 -> K: 21 | acc: 80.80000000000001
23:84 -> K: 22 | acc: 79.2
23:85 -> K: 20 | acc: 80.0
23:86 -> K: 21 | acc: 81.6
23:87 -> K: 24 | acc: 86.4
23:88 -> K: 23 | acc: 84.8
23:89 -> K: 24 | acc: 85.6
23:90 -> K: 22 | acc: 84.8
23:91 -> K: 23 | acc: 84.0
23:92 -> K: 24 | acc: 85.6
23:93 -> K: 24 | acc: 86.4
23:94 -> K: 24 | acc: 86.4
23:95 -> K: 23 | acc: 85.6
23:96 -> K: 23 | acc: 85.6
23:97 -> K: 22 | acc: 84.8
23:98 -> K: 23 | acc: 84.8
23:99 -> K: 20 | acc: 84.8
23:100 -> K: 20 | acc: 84.8
23:101 -> K: 20 | acc: 84.8
23:102 -> K: 24 | acc: 85.6
23:103 -> K: 22 | acc: 86.4
23:104 -> K: 22 | acc: 86.4
23:105 -> K: 22 | acc: 86.4
23:106 -> K: 22 | acc: 86.4
23:107 -> K: 24 | acc: 87.2
23:108 -> K: 24 | acc: 84.0
23:109 -> K: 23 | acc: 83.2
23:110 -> K: 20 | acc: 82.39999999999999
23:111 -> K: 24 | acc: 84.0
23:112 -> K: 24 | acc: 85.6
23:113 -> K: 24 | acc: 85.6
23:114 -> K: 21 | acc: 84.8
23:115 -> K: 23 | acc: 85.6
23:116 -> K: 23 | acc: 85.6
23:117 -> K: 22 | acc: 85.6
23:118 -> K: 22 | acc: 84.8
23:119 -> K: 22 | acc: 84.0
23:120 -> K: 20 | acc: 83.2
23:121 -> K: 21 | acc: 85.6
23:122 -> K: 22 | acc: 85.6
23:123 -> K: 21 | acc: 84.8
23:124 -> K: 23 | acc: 84.8
23:125 -> K: 22 | acc: 84.0
23:126 -> K: 23 | acc: 84.8
23:127 -> K: 23 | acc: 85.6
23:128 -> K: 23 | acc: 84.8
23:129 -> K: 22 | acc: 84.8
23:130 -> K: 23 | acc: 85.6
23:131 -> K: 21 | acc: 85.6
23:132 -> K: 21 | acc: 85.6
23:133 -> K: 22 | acc: 84.8
23:134 -> K: 24 | acc: 85.6
23:135 -> K: 23 | acc: 86.4
23:136 -> K: 21 | acc: 85.6
23:137 -> K: 24 | acc: 85.6
23:138 -> K: 24 | acc: 84.8
23:139 -> K: 24 | acc: 85.6
23:140 -> K: 20 | acc: 84.8
23:141 -> K: 23 | acc: 86.4
23:142 -> K: 20 | acc: 86.4
23:143 -> K: 24 | acc: 86.4
23:144 -> K: 23 | acc: 85.6
23:145 -> K: 23 | acc: 85.6
23:146 -> K: 23 | acc: 85.6
23:147 -> K: 23 | acc: 85.6
23:148 -> K: 20 | acc: 84.0
23:149 -> K: 21 | acc: 84.0
23:150 -> K: 20 | acc: 84.0
23:151 -> K: 22 | acc: 84.8
23:152 -> K: 22 | acc: 84.0
23:153 -> K: 22 | acc: 85.6
23:154 -> K: 22 | acc: 84.8
23:155 -> K: 23 | acc: 85.6
23:156 -> K: 22 | acc: 85.6
23:157 -> K: 20 | acc: 84.8
23:158 -> K: 22 | acc: 84.8
23:159 -> K: 22 | acc: 85.6
23:160 -> K: 23 | acc: 87.2
23:161 -> K: 22 | acc: 84.8
23:162 -> K: 22 | acc: 84.0
23:163 -> K: 22 | acc: 84.8
23:164 -> K: 22 | acc: 84.0
23:165 -> K: 24 | acc: 83.2
23:166 -> K: 22 | acc: 83.2
23:167 -> K: 23 | acc: 84.0
23:168 -> K: 21 | acc: 84.0
23:169 -> K: 22 | acc: 84.8
23:170 -> K: 22 | acc: 85.6
23:171 -> K: 23 | acc: 86.4
23:172 -> K: 22 | acc: 84.8
23:173 -> K: 20 | acc: 83.2
23:174 -> K: 20 | acc: 83.2
23:175 -> K: 22 | acc: 84.0
23:176 -> K: 22 | acc: 82.39999999999999
23:177 -> K: 21 | acc: 82.39999999999999
23:178 -> K: 23 | acc: 82.39999999999999
23:179 -> K: 20 | acc: 82.39999999999999
23:180 -> K: 21 | acc: 81.6
23:181 -> K: 20 | acc: 82.39999999999999
23:182 -> K: 21 | acc: 82.39999999999999
23:183 -> K: 22 | acc: 83.2
23:184 -> K: 20 | acc: 82.39999999999999
23:185 -> K: 20 | acc: 83.2
23:186 -> K: 23 | acc: 84.0
23:187 -> K: 20 | acc: 84.0
23:188 -> K: 20 | acc: 84.0
23:189 -> K: 20 | acc: 82.39999999999999
23:190 -> K: 21 | acc: 83.2
23:191 -> K: 21 | acc: 82.39999999999999
23:192 -> K: 20 | acc: 82.39999999999999
23:193 -> K: 20 | acc: 83.2
23:194 -> K: 21 | acc: 82.39999999999999
23:195 -> K: 20 | acc: 83.2
23:196 -> K: 20 | acc: 83.2
23:197 -> K: 20 | acc: 84.0
23:198 -> K: 20 | acc: 83.2
23:199 -> K: 20 | acc: 84.0
23:200 -> K: 20 | acc: 82.39999999999999
23:201 -> K: 20 | acc: 84.0
23:202 -> K: 20 | acc: 84.0
23:203 -> K: 20 | acc: 84.0
23:204 -> K: 20 | acc: 81.6
23:205 -> K: 20 | acc: 83.2
23:206 -> K: 20 | acc: 83.2
23:207 -> K: 20 | acc: 84.0
23:208 -> K: 20 | acc: 84.0
23:209 -> K: 20 | acc: 84.0
23:210 -> K: 20 | acc: 84.8
23:211 -> K: 20 | acc: 84.0
23:212 -> K: 20 | acc: 84.0
23:213 -> K: 20 | acc: 83.2
23:214 -> K: 20 | acc: 83.2
23:215 -> K: 20 | acc: 82.39999999999999
23:216 -> K: 20 | acc: 82.39999999999999
23:217 -> K: 20 | acc: 82.39999999999999
23:218 -> K: 20 | acc: 82.39999999999999
23:219 -> K: 20 | acc: 82.39999999999999
23:220 -> K: 20 | acc: 82.39999999999999
23:221 -> K: 20 | acc: 82.39999999999999
23:222 -> K: 20 | acc: 82.39999999999999
23:223 -> K: 20 | acc: 82.39999999999999
23:224 -> K: 20 | acc: 82.39999999999999
23:225 -> K: 20 | acc: 82.39999999999999
24:65 -> K: 22 | acc: 69.6
24:66 -> K: 23 | acc: 68.8
24:67 -> K: 23 | acc: 72.8
24:68 -> K: 20 | acc: 76.8
24:69 -> K: 20 | acc: 76.8
24:70 -> K: 23 | acc: 74.4
24:71 -> K: 21 | acc: 76.0
24:72 -> K: 20 | acc: 75.2
24:73 -> K: 20 | acc: 74.4
24:74 -> K: 22 | acc: 73.6
24:75 -> K: 21 | acc: 72.8
24:76 -> K: 21 | acc: 83.2
24:77 -> K: 20 | acc: 81.6
24:78 -> K: 22 | acc: 82.39999999999999
24:79 -> K: 20 | acc: 80.0
24:80 -> K: 21 | acc: 80.80000000000001
24:81 -> K: 21 | acc: 80.80000000000001
24:82 -> K: 21 | acc: 82.39999999999999
24:83 -> K: 21 | acc: 80.80000000000001
24:84 -> K: 20 | acc: 80.80000000000001
24:85 -> K: 20 | acc: 80.0
24:86 -> K: 24 | acc: 81.6
24:87 -> K: 20 | acc: 85.6
24:88 -> K: 20 | acc: 84.8
24:89 -> K: 22 | acc: 84.8
24:90 -> K: 23 | acc: 84.0
24:91 -> K: 24 | acc: 84.8
24:92 -> K: 24 | acc: 86.4
24:93 -> K: 24 | acc: 85.6
24:94 -> K: 24 | acc: 87.2
24:95 -> K: 23 | acc: 85.6
24:96 -> K: 23 | acc: 85.6
24:97 -> K: 24 | acc: 85.6
24:98 -> K: 24 | acc: 86.4
24:99 -> K: 24 | acc: 87.2
24:100 -> K: 24 | acc: 87.2
24:101 -> K: 24 | acc: 86.4
24:102 -> K: 24 | acc: 85.6
24:103 -> K: 23 | acc: 85.6
24:104 -> K: 24 | acc: 86.4
24:105 -> K: 24 | acc: 86.4
24:106 -> K: 22 | acc: 85.6
24:107 -> K: 24 | acc: 86.4
24:108 -> K: 22 | acc: 84.8
24:109 -> K: 21 | acc: 84.0
24:110 -> K: 23 | acc: 84.0
24:111 -> K: 20 | acc: 84.0
24:112 -> K: 24 | acc: 85.6
24:113 -> K: 23 | acc: 85.6
24:114 -> K: 23 | acc: 85.6
24:115 -> K: 22 | acc: 84.0
24:116 -> K: 24 | acc: 85.6
24:117 -> K: 24 | acc: 85.6
24:118 -> K: 24 | acc: 85.6
24:119 -> K: 21 | acc: 84.8
24:120 -> K: 20 | acc: 84.8
24:121 -> K: 23 | acc: 85.6
24:122 -> K: 23 | acc: 85.6
24:123 -> K: 23 | acc: 85.6
24:124 -> K: 21 | acc: 84.8
24:125 -> K: 23 | acc: 84.0
24:126 -> K: 20 | acc: 84.8
24:127 -> K: 23 | acc: 85.6
24:128 -> K: 23 | acc: 84.8
24:129 -> K: 23 | acc: 85.6
24:130 -> K: 23 | acc: 84.0
24:131 -> K: 21 | acc: 84.8
24:132 -> K: 21 | acc: 84.8
24:133 -> K: 21 | acc: 84.8
24:134 -> K: 21 | acc: 84.0
24:135 -> K: 23 | acc: 86.4
24:136 -> K: 20 | acc: 84.0
24:137 -> K: 24 | acc: 84.0
24:138 -> K: 20 | acc: 84.0
24:139 -> K: 20 | acc: 84.0
24:140 -> K: 23 | acc: 84.8
24:141 -> K: 20 | acc: 84.8
24:142 -> K: 20 | acc: 86.4
24:143 -> K: 24 | acc: 86.4
24:144 -> K: 20 | acc: 84.8
24:145 -> K: 21 | acc: 84.8
24:146 -> K: 20 | acc: 85.6
24:147 -> K: 24 | acc: 86.4
24:148 -> K: 21 | acc: 85.6
24:149 -> K: 21 | acc: 84.8
24:150 -> K: 24 | acc: 84.8
24:151 -> K: 24 | acc: 84.8
24:152 -> K: 22 | acc: 84.0
24:153 -> K: 23 | acc: 85.6
24:154 -> K: 23 | acc: 84.8
24:155 -> K: 22 | acc: 84.0
24:156 -> K: 23 | acc: 86.4
24:157 -> K: 22 | acc: 84.8
24:158 -> K: 22 | acc: 84.8
24:159 -> K: 22 | acc: 85.6
24:160 -> K: 22 | acc: 85.6
24:161 -> K: 23 | acc: 85.6
24:162 -> K: 23 | acc: 84.8
24:163 -> K: 23 | acc: 85.6
24:164 -> K: 23 | acc: 85.6
24:165 -> K: 22 | acc: 84.0
24:166 -> K: 22 | acc: 83.2
24:167 -> K: 23 | acc: 84.8
24:168 -> K: 23 | acc: 84.0
24:169 -> K: 22 | acc: 85.6
24:170 -> K: 22 | acc: 85.6
24:171 -> K: 22 | acc: 84.8
24:172 -> K: 22 | acc: 84.8
24:173 -> K: 20 | acc: 84.8
24:174 -> K: 22 | acc: 83.2
